10TACLE Studios,0.11,0.03666666666666667
1C Company,0.09999999999999999,0.03333333333333333
2D Boy,0.04,0
3DO,10.120000000000001,0.28111111111111114
49Games,0.03,0
505 Games,55.32000000000005,0.2896335078534034
5pb,1.660000000000001,0.02677419354838711
7G//AMES,0.06,0.02
989 Sports,0.38,0
989 Studios,13.32,0.9514285714285714
Abylight,0.08,0
Acclaim Entertainment,66.56999999999992,0.3579032258064512
Accolade,1.68,0.5599999999999999
Ackkstudios,0.8300000000000003,0.08300000000000003
Acquire,1.08,0.08307692307692308
Activision,731.1599999999987,0.7422944162436536
Activision Blizzard,0.47,0
Activision Value,6.9499999999999975,0.23965517241379303
Adeline Software,0.17,0
Aerosoft,0.04,0.013333333333333334
Agatsuma Entertainment,0.31000000000000005,0.10333333333333335
Agetec,1.9400000000000002,0.24250000000000002
Aksys Games,0.44,0.055
Alawar Entertainment,0.06,0.03
Alchemist,2.629999999999998,0.06116279069767438
Alternative Software,0.19,0.03166666666666667
Altron,0.07,0
Alvion,0.04,0.02
American Softworks,0.23,0
Angel Studios,0.43999999999999995,0.14666666666666664
Answer Software,0.5,0
AQ Interactive,0.53,0.10600000000000001
Aqua Plus,1.2900000000000005,0.05608695652173915
Aques,0.16,0
Arena Entertainment,4.72,2.36
Aria,0.07,0
Arika,0.09000000000000001,0.030000000000000002
ArtDink,0.7300000000000002,0.08111111111111113
Aruze Corp,1.1800000000000002,0.39333333333333337
Ascaron Entertainment,0.01,0
ASC Games,2.02,0.6733333333333333
ASCII Entertainment,10.889999999999999,0.5445
Asgard,0.25,0.03125
ASK,0.03,0
Asmik Corp,0.17,0.085
Aspyr,0.6200000000000001,0.07750000000000001
Astragon,0.6700000000000002,0.09571428571428574
Asylum Entertainment,0.5700000000000001,0.09500000000000001
Atari,156.83000000000038,0.42732970027248063
Athena,0.09000000000000001,0.045000000000000005
Atlus,12.359999999999998,0.18447761194029846
Avalon Interactive,0.48,0.08
Avanquest,2.8699999999999988,0.11038461538461533
Avanquest Software,1.62,0.2025
Axela,0.25,0
BAM! Entertainment,4.949999999999999,0.1414285714285714
Banpresto,17.400000000000013,0.23835616438356183
Benesse,0.33,0.055
Berkeley,0.03,0
Bethesda Softworks,85.05000000000001,1.1190789473684213
Bigben Interactive,0.6400000000000001,0.04923076923076924
bitComposer Games,0.41000000000000003,0.082
Blue Byte,0.03,0.015
Bohemia Interactive,0.11,0
Bomb,0.22,0
Boost On,0.01,0
BPS,0.52,0.26
Brash Entertainment,1.2300000000000002,0.12300000000000003
Broccoli,0.9600000000000002,0.04363636363636365
BushiRoad,0.03,0
Capcom,200.0200000000001,0.5181865284974095
Cave,0.33000000000000007,0.03300000000000001
CBS Electronics,0.31,0
CCP,0.30000000000000004,0.15000000000000002
ChunSoft,3.999999999999999,0.22222222222222218
City Interactive,4.449999999999999,0.23421052631578942
Coconuts Japan,0.07,0.035
Codemasters,47.26999999999999,0.31513333333333327
Codemasters Online,0.02,0
CokeM Interactive,0.31,0
Coleco,3.0599999999999996,0.6119999999999999
Comfort,0.15000000000000002,0.025000000000000005
Commseed,0.01,0
Compile,2.4599999999999995,0.4099999999999999
Compile Heart,1.3600000000000003,0.06476190476190477
Conspiracy Entertainment,0.8300000000000003,0.05928571428571431
CPG Products,0.54,0
Crave Entertainment,9.860000000000003,0.13887323943661975
Creative Core,0.09999999999999999,0.03333333333333333
Crimson Cow,0.08,0.04
Crystal Dynamics,1.71,0.34199999999999997
Crytek,0.12,0
CTO SpA,0.9,0.45
Culture Brain,0.27,0.0675
Culture Publishers,0.09,0
CyberFront,0.27,0.019285714285714288
Cygames,0.03,0
D3Publisher,23.74000000000001,0.12902173913043483
Daedalic,0.28,0.09333333333333334
Daedalic Entertainment,0.13,0.043333333333333335
Daito,0.22999999999999998,0.057499999999999996
Data Age,0.71,0.355
Data East,0.15,0.075
Datam Polystar,0.03,0.015
Deep Silver,25.370000000000005,0.20966942148760334
Destineer,4.289999999999996,0.09533333333333324
Detn8 Games,0.22,0
Devolver Digital,0.05,0.025
DHM Interactive,0.18,0.06
DigiCube,0.06,0
Dorart,0.03,0.015
dramatic create,0.12,0.02
DreamCatcher Interactive,0.9000000000000004,0.052941176470588255
DreamWorks Interactive,0.13,0
DSI Games,0.33,0.066
DTP Entertainment,3.469999999999997,0.0788636363636363
EA Games,0.14,0
Easy Interactive,0.03,0.015
Ecole,0.06,0
Edia,0.09000000000000001,0.045000000000000005
Eidos Interactive,98.64999999999995,0.49823232323232297
Electronic Arts,1116.9599999999898,0.8237168141592845
Elf,0.64,0.32
Elite,0.07,0
Empire Interactive,11.289999999999996,0.21301886792452823
Encore,0.07,0.0175
Enix Corporation,33.739999999999974,1.1246666666666658
Enterbrain,2.2299999999999995,0.14866666666666664
Epic Games,0.02,0
Epoch,1.05,0.15
Ertain,0.05,0
ESP,0.5900000000000001,0.11800000000000002
Essential Games,0.23,0.07666666666666667
Evolution Games,0.07,0
Evolved Games,0.33000000000000007,0.04125000000000001
Excalibur Publishing,0.28,0.07
Experience Inc.,0.08,0.02666666666666667
Falcom Corporation,1.2300000000000004,0.07687500000000003
Fields,0.03,0
Flashpoint Games,0.08,0.04
Flight-Plan,0.12,0.06
Focus Multimedia,0.060000000000000005,0.015000000000000001
fonfun,0.02,0
Fortyfive,0.06,0
Fox Interactive,7.390000000000001,0.9237500000000001
From Software,1.6300000000000006,0.1086666666666667
Fuji,0.03,0
Funbox Media,0.8700000000000001,0.17400000000000002
Funcom,0.2,0.1
FunSoft,0.12,0
Funsta,0.2,0.05
FuRyu,1.3600000000000008,0.0485714285714286
FuRyu Corporation,0.11,0.022
Gaga,0.02,0
Gakken,0.04,0.02
Game Arts,0.14,0
Gamebridge,0.73,0.365
Gamecock,0.18999999999999997,0.047499999999999994
Game Factory,3.7499999999999987,0.11718749999999996
Game Life,0.28,0.14
Gameloft,0.11,0
GameMill Entertainment,1.3600000000000003,0.12363636363636367
Games Workshop,0.04,0
GameTek,0.1,0
Gearbox Software,0.06,0.03
General Entertainment,0.14,0
Genki,1.4600000000000002,0.18250000000000002
Genterprise,0.01,0
Ghostlight,2.78,0.18533333333333332
Giga,0.02,0
Giza10,0.02,0
Glams,0.08,0
Global Star,7.649999999999998,0.1961538461538461
GN Software,0.05,0.016666666666666666
GOA,0.02,0
Gotham Games,3.7199999999999998,0.5314285714285714
Graffiti,0.36999999999999994,0.061666666666666654
Graphsim Entertainment,0.02,0
G.Rev,0.04,0.02
Griffin International,0.09,0
Groove Games,0.09,0.045
GSP,3.539999999999999,0.22124999999999995
GT Interactive,25.229999999999993,0.5606666666666665
GungHo,3.1000000000000005,0.2384615384615385
Gust,1.1,0.08461538461538462
Hackberry,0.31,0.04428571428571428
HAL Laboratory,0.06,0
Hamster Corporation,0.30000000000000004,0.15000000000000002
Happinet,0.19,0.038
Hasbro Interactive,15.219999999999999,0.9512499999999999
Havas Interactive,0.13,0
Headup Games,0.03,0
Hearty Robin,0.09,0
Hect,0.5,0.16666666666666666
Hello Games,1.7,0
Her Interactive,0.03,0
Hip Interactive,0.36,0.072
HMH Interactive,0.13,0.065
Hudson Entertainment,1.6900000000000004,0.15363636363636368
Hudson Soft,22.940000000000023,0.28320987654321017
Human Entertainment,3.0,0.23076923076923078
